filename,true label,predicted,abstract_expressionism,baroque,cubism,fauvism,high_renaissance,iconoclasm,impressionism,old_greek_pottery,realism,rococo,romanticism,surrealism
data/abstract_expressionism/Ford Smith Tutt'Art@ (24).jpg,abstract_expressionism,cubism,5.7351194e-13,3.6772506e-14,0.55151707,5.23592e-16,1.5223595e-09,0.44626597,0.0022169075,3.6252208e-26,3.0032972e-16,1.2795585e-13,2.1209357e-21,8.803939e-17
data/abstract_expressionism/Wassily-Kandinsky-Painting-007.jpg,abstract_expressionism,cubism,1.312334e-14,1.1364217e-14,0.9970214,3.508026e-17,3.9757145e-07,7.471021e-12,0.0028706081,3.7819727e-23,2.3933794e-17,0.000107627944,9.409261e-17,3.287838e-17
data/abstract_expressionism/Kandinsky01.jpg,abstract_expressionism,cubism,3.574939e-16,4.0833117e-18,1.0,3.0125457e-18,9.121692e-11,1.0897737e-11,4.2990136e-11,6.178817e-19,1.8684854e-18,8.1332305e-16,5.4309814e-22,1.448344e-18
data/abstract_expressionism/Ford Smith Tutt'Art@ (86).jpg,abstract_expressionism,iconoclasm,2.8667632e-10,3.522094e-07,0.001549794,4.1203985e-10,3.3695912e-06,0.9938737,0.0045727324,1.4428866e-16,3.2570985e-10,1.4653575e-08,3.2887453e-08,2.8479066e-10
"data/abstract_expressionism/Vassily_Kandinsky,_1939_-_Composition_10.jpg",abstract_expressionism,cubism,5.6956395e-07,0.024589695,0.71405077,2.6510307e-07,0.021894537,3.705695e-06,0.00035533682,0.00081163296,3.6873618e-07,0.0004066841,0.2378862,2.869437e-07
data/baroque/22451.jpg,baroque,impressionism,1.1502775e-07,0.17177781,0.0120917205,2.0158295e-07,0.039784744,0.14460768,0.49613324,7.057657e-18,3.121091e-07,0.1335315,0.0020725082,1.2719936e-07
data/baroque/14808.jpg,baroque,baroque,5.819712e-09,0.9996377,1.3252819e-05,6.169522e-09,0.0002870218,2.0543023e-06,1.2940434e-09,1.9471612e-07,1.1120835e-08,9.6200565e-06,5.010833e-05,5.7275624e-09
data/baroque/3519.jpg,baroque,baroque,9.615331e-11,0.99257153,8.148672e-06,9.603642e-10,0.00048003983,9.216969e-11,1.6724708e-09,1.956277e-11,2.7773004e-09,0.0003591576,0.006581139,9.1452285e-10
data/baroque/22897.jpg,baroque,baroque,3.747904e-09,0.5387172,0.00071850437,8.127214e-09,0.0053212848,1.5543233e-11,0.00558498,1.7020661e-12,1.7834815e-08,0.44947162,0.00018632568,1.7834035e-08
data/baroque/3523.jpg,baroque,baroque,1.0792013e-09,0.64714557,7.42581e-07,1.652323e-08,0.056576833,1.804525e-09,9.4128944e-07,7.33694e-12,3.6109334e-08,0.0035308087,0.29274505,1.685256e-08
data/cubism/Pablo Ruiz Picasso (494)550.jpg,cubism,rococo,2.0793564e-12,0.00027015884,2.816767e-07,1.3633663e-11,2.1014184e-05,3.2297823e-10,0.00013377513,2.7801574e-12,1.05040785e-11,0.8012417,0.19833314,1.9209833e-11
data/cubism/Pablo Ruiz Picasso (15)286.jpg,cubism,iconoclasm,0.00019986756,0.00011759562,9.789548e-05,0.00010791757,0.002583615,0.99673235,3.156028e-05,2.4666337e-05,7.996368e-05,8.265442e-06,4.4665406e-08,1.6255975e-05
data/cubism/Pablo Ruiz Picasso (89)886.jpg,cubism,cubism,1.6142566e-06,0.002434175,0.9350999,1.3904955e-09,0.025103737,5.6226803e-05,0.03702351,4.5185635e-12,1.0875889e-09,0.00028094562,3.886914e-14,1.3884284e-09
data/cubism/Pablo Ruiz Picasso (476)533.jpg,cubism,impressionism,1.9605937e-15,2.394797e-06,2.1011363e-06,3.6255043e-15,9.42944e-07,9.748071e-20,0.68949187,2.4804379e-11,1.9840754e-15,0.3086258,0.0018768883,1.15995335e-14
data/cubism/Pablo Ruiz Picasso (45)512.jpg,cubism,cubism,8.6054577e-16,3.2197967e-13,1.0,1.2644306e-17,2.280741e-09,3.447682e-10,4.139715e-09,2.0676842e-22,9.902771e-18,9.180542e-16,6.935281e-17,4.756606e-18
data/fauvism/Maurice De Vlaminck - Tutt'Art@ (30).jpg,fauvism,rococo,6.7874566e-18,3.9416695e-06,0.00014792247,1.3352052e-17,3.056434e-08,7.675131e-19,8.878238e-09,9.3365365e-18,1.625384e-17,0.9998442,3.833404e-06,4.4328884e-17
data/fauvism/Maurice De Vlaminck - Tutt'Art@ (25).jpg,fauvism,cubism,1.8830766e-12,2.4262724e-07,0.9995055,1.2614526e-13,0.00020024157,1.2216597e-18,1.8877296e-05,2.8613253e-10,1.2074207e-13,0.00027501883,1.6878867e-07,1.8469566e-13
data/fauvism/Kees van Dongen 1877-1968 - Dutch Fauvist painter - Tutt'Art@ (40).jpg,fauvism,rococo,8.368966e-16,1.0844291e-06,1.8402997e-07,2.971485e-15,4.873097e-06,8.559381e-19,0.1650407,1.0068041e-18,2.694547e-15,0.8258475,0.009105686,7.295815e-15
data/fauvism/Kees van Dongen 1877-1968 - Dutch Fauvist painter - Tutt'Art@ (26).jpg,fauvism,rococo,4.1373177e-13,0.00034919372,9.51014e-07,1.8844089e-12,1.6843418e-07,1.1112458e-10,0.2307815,7.742082e-17,1.1618433e-12,0.7688111,5.705565e-05,2.8794094e-12
data/fauvism/Matisse_565b5472ebc21e662366f6deaa373e47.jpg,fauvism,cubism,8.9403215e-21,4.9120074e-22,1.0,2.9331853e-28,6.502734e-23,0.0,2.557085e-18,3.461179e-27,3.1794275e-28,9.866467e-24,5.1831274e-30,3.388447e-29
data/high_renaissance/383.jpg,high_renaissance,rococo,6.1759e-11,0.024001418,1.0342811e-05,8.993447e-10,0.2072315,9.7186675e-11,1.1334429e-06,1.1873545e-13,2.722027e-09,0.7681732,0.00058248156,1.0050134e-09
data/high_renaissance/403.jpg,high_renaissance,impressionism,6.3168394e-13,0.00062944624,7.292737e-05,5.7154157e-13,0.0011832479,7.057591e-11,0.99809843,3.390952e-09,5.6987504e-13,1.589653e-05,2.0445718e-09,1.5017932e-12
data/high_renaissance/25106.jpg,high_renaissance,high_renaissance,1.1867253e-10,0.00043642172,1.793404e-07,1.4351254e-09,0.99773777,4.596881e-12,1.2735719e-09,3.4333848e-11,5.711173e-09,0.0016489399,0.0001766817,1.3643014e-09
data/high_renaissance/23712.jpg,high_renaissance,high_renaissance,2.7155544e-10,0.15147117,3.0481488e-07,1.6476587e-09,0.83528006,5.6485425e-09,3.965321e-08,5.8370314e-14,2.8933196e-09,0.00032518766,0.012923222,1.6676467e-09
data/high_renaissance/14927.jpg,high_renaissance,high_renaissance,4.6531615e-12,0.028703608,2.4384525e-07,5.6158706e-11,0.9571862,3.170781e-14,3.358056e-11,9.154774e-13,2.662052e-10,0.012735084,0.0013748828,6.606192e-11
data/iconoclasm/ikon0612.jpg,iconoclasm,iconoclasm,1.3018376e-07,2.1487698e-05,3.1857417e-10,1.1913889e-08,0.0005723194,0.99940574,2.4745776e-07,1.4690478e-10,7.5135524e-09,8.2393505e-08,3.0739246e-13,2.985266e-09
data/iconoclasm/ikon1324.jpg,iconoclasm,iconoclasm,1.6968227e-10,1.2702369e-09,1.8635869e-11,2.7164777e-11,2.0025891e-07,0.99999976,4.391228e-10,1.6983919e-15,1.7216964e-11,2.4016436e-12,5.8834734e-16,6.7241516e-12
data/iconoclasm/ikon1566.jpg,iconoclasm,rococo,1.0442932e-06,0.15776452,0.009282704,3.634802e-06,0.31538883,0.022683721,0.00026498907,2.1010282e-11,7.2678263e-06,0.49420324,0.0003973415,2.6705595e-06
data/iconoclasm/ikon1574.jpg,iconoclasm,iconoclasm,0.0006742613,0.004128745,0.0025633024,1.4530719e-05,3.7965032e-07,0.9841908,0.0031338306,0.0050925217,1.4350835e-05,0.00018252071,4.000817e-10,4.7928743e-06
data/iconoclasm/ikon1672.jpg,iconoclasm,iconoclasm,5.519172e-07,0.0011895384,0.006189902,1.6420621e-08,0.00052171544,0.99190617,0.00018598682,3.6053996e-12,2.249284e-08,6.107562e-06,1.4361567e-09,5.3043907e-09
data/impressionism/Mary Cassatt (19)494.jpg,impressionism,impressionism,2.0900442e-24,9.2056224e-10,8.4419816e-10,4.244759e-24,4.1227532e-10,3.959772e-29,0.9999614,2.220584e-24,2.1835565e-24,3.8590344e-05,6.381814e-11,5.459871e-23
data/impressionism/Alfred Sisley (8)19.jpg,impressionism,cubism,2.9419226e-23,1.3103008e-14,0.793907,3.9551008e-26,4.36718e-15,0.0,0.0001095016,2.051815e-20,1.16302264e-26,0.20598342,9.732276e-08,5.4632863e-25
data/impressionism/Paul Cezanne (58)699.jpg,impressionism,impressionism,4.4037693e-09,1.933899e-07,9.733217e-08,1.8525023e-10,2.1682471e-09,6.792088e-10,0.99999964,2.4680678e-09,1.16042335e-10,6.6861816e-08,9.025788e-12,8.238355e-11
data/impressionism/Mary Cassatt (27)502.jpg,impressionism,cubism,9.710257e-13,4.9912907e-11,0.4672846,3.8387848e-14,5.9396605e-08,0.40497077,0.1277446,4.4349442e-15,1.0464153e-14,4.9236587e-10,5.0027585e-14,2.4023789e-14
data/impressionism/Sorolla_y_Bastida_Joaquin_Stemming_Raisins_Javea938.jpg,impressionism,high_renaissance,2.4612416e-07,0.0043601873,0.008301015,2.8174284e-07,0.97903836,0.005169103,7.281259e-05,0.00022496577,3.6165596e-07,7.0497335e-06,0.002825547,1.007177e-07
data/old_greek_pottery/292.jpg,old_greek_pottery,old_greek_pottery,0.00013555448,2.7252872e-05,0.114301115,1.9130096e-07,1.7094951e-06,2.1062184e-14,0.010765397,0.87476754,2.0209319e-07,9.210784e-07,5.6723473e-11,1.1931667e-07
data/old_greek_pottery/307.jpg,old_greek_pottery,cubism,3.378929e-14,1.9914586e-07,0.7599727,4.3276507e-16,5.7757518e-11,1.1684934e-21,0.2399296,9.752427e-05,1.2260319e-16,5.385326e-08,4.991977e-12,1.4332188e-15
data/old_greek_pottery/268.jpg,old_greek_pottery,old_greek_pottery,2.795929e-14,3.1297092e-18,4.978375e-13,1.8364042e-18,6.943312e-29,5.1059027e-31,5.011961e-16,1.0,1.0055566e-18,2.9769715e-18,2.4473725e-24,1.0423478e-18
data/old_greek_pottery/305.jpg,old_greek_pottery,old_greek_pottery,1.3936567e-12,2.2401427e-10,0.0030961963,3.0116462e-15,4.249236e-10,5.542471e-25,0.1296951,0.86447865,1.0815355e-15,0.00273005,3.6397128e-13,1.3342508e-14
data/old_greek_pottery/009.jpg,old_greek_pottery,cubism,4.9607565e-06,1.02298436e-07,0.99989295,2.0157102e-11,2.8796346e-10,1.9509769e-24,1.1734916e-09,0.000101894715,1.3518235e-11,2.0116771e-11,1.7634174e-21,5.42933e-12
data/realism/Diego Rivera - Tutt'Art@ (2).jpg,realism,cubism,5.4433416e-15,1.9924576e-12,0.7664342,4.3543846e-16,3.2129939e-09,9.136065e-17,0.23356336,2.5704518e-20,3.027722e-16,8.0473336e-07,1.5507693e-06,6.128497e-16
data/realism/Virgil Elliott Tutt'Art@ (26).jpg,realism,high_renaissance,7.3682287e-07,0.0893442,0.058895126,1.4110841e-06,0.4328648,0.4066243,0.010609897,6.150807e-12,2.2298493e-06,0.0009516416,0.0007048565,8.4787257e-07
data/realism/Gustave Courbet - Tutt'Art@ (9).jpg,realism,romanticism,2.58372e-09,0.0597357,3.0884297e-07,3.029903e-08,0.19235073,8.87551e-10,1.7191438e-07,2.006659e-11,1.0089299e-07,0.0019892578,0.7459237,2.709613e-08
data/realism/Diego Rivera - Tutt'Art@ (34).jpg,realism,baroque,3.8759303e-08,0.47371364,0.053237237,3.440053e-08,0.068499416,4.3656058e-11,0.02572858,5.857016e-09,5.185826e-08,0.03204428,0.34677663,6.1594605e-08
